XAUUSD M30 | 1999 bars | 2026-04-08 01:51 BJT
时间(BJT)|开|高|低|收
04-07 18:30|4668.05|4671.98|4649.25|4651.98
04-07 19:00|4652.00|4656.40|4628.79|4648.02
04-07 19:30|4647.81|4663.99|4647.13|4659.65
04-07 20:00|4659.89|4671.01|4651.24|4665.98
04-07 20:30|4665.93|4667.53|4646.73|4651.71
04-07 21:00|4651.76|4663.12|4648.43|4658.07
04-07 21:30|4658.10|4663.28|4635.49|4644.25
04-07 22:00|4644.05|4649.61|4607.63|4645.08
04-07 22:30|4645.37|4661.41|4629.98|4633.43
04-07 23:00|4633.38|4653.45|4625.00|4653.22
04-07 23:30|4653.45|4659.32|4640.63|4655.71
04-08 00:00|4655.77|4668.40|4652.53|4663.21
04-08 00:30|4662.92|4664.00|4656.04|4657.19
04-08 01:00|4657.28|4673.20|4654.00|4660.37
